"id","trade_code","date","high","low","open","close","volume"
"9518","PF1STMF","2020-08-09","8.3","8","8","8.3","1"
"9519","PF1STMF","2020-08-06","8.5","7.9","8.4","8","2"
"9520","PF1STMF","2020-08-05","8.3","7.7","7.7","8.2","1"
"9521","PF1STMF","2020-08-04","7.9","7.6","7.7","7.7","645"
"9522","PF1STMF","2020-08-03","8","7.6","7.8","7.7","1"
"9523","PF1STMF","2020-07-30","8.1","7.8","7.8","7.9","487"
"9524","PF1STMF","2020-07-29","8","7.7","7.9","7.8","985"
"9525","PF1STMF","2020-07-28","8.3","7.9","8","8","1"
"9526","PF1STMF","2020-07-27","8.3","7.9","8.3","8","1"
"9527","PF1STMF","2020-07-26","8.5","8.1","8.3","8.3","2"
"9528","PF1STMF","2020-07-23","8.3","7.8","7.8","8.1","2"
"9529","PF1STMF","2020-07-22","7.9","7.6","7.7","7.8","820"
"9530","PF1STMF","2020-07-21","8","7.5","7.5","7.8","1"
"9531","PF1STMF","2020-07-20","7.5","7.1","7.2","7.4","294"
"9532","PF1STMF","2020-07-19","7.5","7.2","7.5","7.2","469"
"9533","PF1STMF","2020-07-16","7.6","7.4","7.5","7.4","450"
"9534","PF1STMF","2020-07-15","7.7","7.4","7.5","7.5","480"
"9535","PF1STMF","2020-07-14","7.7","7.4","7.5","7.6","611"
"9536","PF1STMF","2020-07-13","8","7.6","7.9","7.6","515"
"9537","PF1STMF","2020-07-12","8.2","7.7","8","7.9","1"
"9538","PF1STMF","2020-07-09","8.1","7.8","7.9","8","1"
"9539","PF1STMF","2020-07-08","8","7.7","7.7","7.9","1"
"9540","PF1STMF","2020-07-07","7.8","7.6","7.6","7.7","411"
"9541","PF1STMF","2020-07-06","7.7","7.5","7.6","7.6","333"
"9542","PF1STMF","2020-07-05","7.7","7.5","7.6","7.6","334"
"9543","PF1STMF","2020-07-02","7.8","7.5","7.7","7.6","308"
"9544","PHARMAID","2020-08-10","456","427","434","437.6","62"
"9545","PHARMAID","2020-08-09","435","420","420","430.9","56"
"9546","PHARMAID","2020-08-06","420.8","408","408","419.7","29"
"9547","PHARMAID","2020-08-05","420.1","406","420.1","409.3","28"
"9548","PHARMAID","2020-08-04","425.9","414","423.9","419.6","36"
"9549","PHARMAID","2020-08-03","425","414.4","416.5","423.9","45"
"9550","PHARMAID","2020-07-30","416.9","409.5","409.7","414.1","34"
"9551","PHARMAID","2020-07-29","408","403","404.8","406.7","22"
"9552","PHARMAID","2020-07-28","403.8","399.1","401.2","402","10"
"9553","PHARMAID","2020-07-27","407.6","397.3","407.6","403","21"
"9554","PHARMAID","2020-07-26","409.7","392.3","392.3","407.6","23"
"9555","PHARMAID","2020-07-23","395.9","390.8","392.7","392.4","16"
"9556","PHARMAID","2020-07-22","395.9","391.8","394.4","392.7","10"
"9557","PHARMAID","2020-07-21","397","391.3","395.9","394.4","17"
"9558","PHARMAID","2020-07-20","398","388","388.1","392.3","17"
"9559","PHARMAID","2020-07-19","393.8","385","393.6","388","9"
"9560","PHARMAID","2020-07-16","397","390","394.3","393.6","10"
"9561","PHARMAID","2020-07-15","399","393","395","394.7","14"
"9562","PHARMAID","2020-07-14","408.5","391.4","404.1","393.5","27"
"9563","PHARMAID","2020-07-13","410","402","407.4","404","29"
"9564","PHARMAID","2020-07-12","413.3","406","412.5","407.3","34"
"9565","PHARMAID","2020-07-09","412.9","403","405","411.1","32"
"9566","PHARMAID","2020-07-08","407.9","399","404.6","404.7","33"
"9567","PHARMAID","2020-07-07","417","402.2","415","404.5","38"
"9568","PHARMAID","2020-07-06","417.4","407","417.4","411.7","25"
"9569","PHARMAID","2020-07-05","418.7","410","410","414.3","37"
"9570","PHARMAID","2020-07-02","413","402","408.2","409","38"
"9571","PHENIXINS","2020-08-10","30.4","28.5","30.3","29.3","334"
"9572","PHENIXINS","2020-08-09","31.3","29.2","30.3","30.5","317"
"9573","PHENIXINS","2020-08-06","31.8","30","31.4","30.3","610"
"9574","PHENIXINS","2020-08-05","31.9","29.2","30.1","30.3","642"
"9575","PHENIXINS","2020-08-04","30.3","27.4","28.1","30.1","569"
"9576","PHENIXINS","2020-08-03","29.5","27.6","28.6","27.9","385"
"9577","PHENIXINS","2020-07-30","0","0","0","29.3","0"
"9578","PHENIXINS","2020-07-29","29.5","28","28.5","29.3","404"
"9579","PHENIXINS","2020-07-28","29.2","28.3","28.6","28.6","141"
"9580","PHENIXINS","2020-07-27","29.2","26.9","26.9","29","636"
"9581","PHENIXINS","2020-07-26","27","26.1","26.4","26.6","200"
"9582","PHENIXINS","2020-07-23","27.9","26.1","26.1","26.8","276"
"9583","PHENIXINS","2020-07-22","26.3","25.3","25.7","26","152"
"9584","PHENIXINS","2020-07-21","27.4","25","26","25.7","499"
"9585","PHENIXINS","2020-07-20","25","23.9","23.9","25","201"
"9586","PHENIXINS","2020-07-19","23.9","22.8","23","23.4","219"
"9587","PHENIXINS","2020-07-16","23.4","22.4","23","23.2","134"
"9588","PHENIXINS","2020-07-15","23.3","22","22","22.9","244"
"9589","PHENIXINS","2020-07-14","22.2","21.6","21.8","21.7","56"
"9590","PHENIXINS","2020-07-13","22.2","21.5","22.1","21.7","92"
"9591","PHENIXINS","2020-07-12","22.4","21.4","22.4","21.4","66"
"9592","PHENIXINS","2020-07-09","23.5","22","22.7","22.2","209"
"9593","PHENIXINS","2020-07-08","22.8","21.9","22","22.5","89"
"9594","PHENIXINS","2020-07-07","22.3","21.4","22.3","21.5","101"
"9595","PHENIXINS","2020-07-06","22.7","21.5","22.5","22.2","60"
"9596","PHENIXINS","2020-07-05","22.9","21.4","21.4","22.5","122"
"9597","PHENIXINS","2020-07-02","21.5","21.4","21.5","21.5","14"
"9598","PHOENIXFIN","2020-08-10","24","22.8","23","22.9","17"
"9599","PHOENIXFIN","2020-08-09","23.9","23.1","23.1","23.6","30"
"9600","PHOENIXFIN","2020-08-06","23.2","22.8","22.8","22.8","18"
"9601","PHOENIXFIN","2020-08-05","23.2","22.7","23.2","22.9","47"
"9602","PHOENIXFIN","2020-08-04","24","22.7","22.7","22.8","154"
"9603","PHOENIXFIN","2020-08-03","22.7","22.7","22.7","22.7","15"
"9604","PHOENIXFIN","2020-07-30","22.7","22.7","22.7","22.7","93"
"9605","PHOENIXFIN","2020-07-29","22.7","22.7","22.7","22.7","68"
"9606","PHOENIXFIN","2020-07-28","0","0","0","22.7","0"
"9607","PHOENIXFIN","2020-07-27","22.7","22.7","22.7","22.7","88"
"9608","PHOENIXFIN","2020-07-26","0","0","0","23.7","0"
"9609","PHOENIXFIN","2020-07-23","23.7","22.7","23.7","23.7","90"
"9610","PHOENIXFIN","2020-07-22","23.7","22.7","22.8","23.7","19"
"9611","PHOENIXFIN","2020-07-21","23.9","22.8","23.7","23.8","100"
"9612","PHOENIXFIN","2020-07-20","23.8","22.7","22.7","23.7","52"
"9613","PHOENIXFIN","2020-07-19","23.9","22.8","22.8","23.6","187"
"9614","PHOENIXFIN","2020-07-16","23.9","23","23.1","23.8","65"
"9615","PHOENIXFIN","2020-07-15","23.2","22.7","22.9","23.1","8"
"9616","PHOENIXFIN","2020-07-14","23.4","23.2","23.2","23.3","6"
"9617","PHOENIXFIN","2020-07-13","24","22.7","24","23.4","78"
"9618","PHOENIXFIN","2020-07-12","0","0","0","24","0"
"9619","PHOENIXFIN","2020-07-09","24","24","24","24","3"
"9620","PHOENIXFIN","2020-07-08","24","24","24","24","12"
"9621","PHOENIXFIN","2020-07-07","0","0","0","24","0"
"9622","PHOENIXFIN","2020-07-06","0","0","0","24","0"
"9623","PHOENIXFIN","2020-07-05","0","0","0","24","0"
"9624","PHOENIXFIN","2020-07-02","0","0","0","24","0"
"9625","PHPMF1","2020-08-10","4.4","4.2","4.4","4.2","881"
"9626","PHPMF1","2020-08-09","4.5","4.2","4.2","4.4","400"
"9627","PHPMF1","2020-08-06","4.2","4.2","4.2","4.2","1"
"9628","PHPMF1","2020-08-05","4.3","4.2","4.2","4.2","492"
"9629","PHPMF1","2020-08-04","4.2","4.2","4.2","4.2","69"
"9630","PHPMF1","2020-08-03","4.2","4.2","4.2","4.2","50"
"9631","PHPMF1","2020-07-30","4.2","4.2","4.2","4.2","52"
"9632","PHPMF1","2020-07-29","4.2","4.2","4.2","4.2","70"
"9633","PHPMF1","2020-07-28","4.2","4.2","4.2","4.2","80"
"9634","PHPMF1","2020-07-27","4.2","4.2","4.2","4.2","57"
"9635","PHPMF1","2020-07-26","4.2","4.2","4.2","4.2","57"
"9636","PHPMF1","2020-07-23","4.2","4.2","4.2","4.2","49"
"9637","PHPMF1","2020-07-22","4.2","4.2","4.2","4.2","90"
"9638","PHPMF1","2020-07-21","4.3","4.2","4.2","4.2","209"
"9639","PHPMF1","2020-07-20","4.2","4.2","4.2","4.2","33"
"9640","PHPMF1","2020-07-19","4.2","4.2","4.2","4.2","9"
"9641","PHPMF1","2020-07-16","4.2","4.2","4.2","4.2","10"
"9642","PHPMF1","2020-07-15","4.2","4.2","4.2","4.2","24"
"9643","PHPMF1","2020-07-14","4.2","4.2","4.2","4.2","13"
"9644","PHPMF1","2020-07-13","4.2","4.2","4.2","4.2","64"
"9645","PHPMF1","2020-07-12","4.2","4.2","4.2","4.2","19"
"9646","PHPMF1","2020-07-09","4.3","4.2","4.2","4.2","110"
"9647","PHPMF1","2020-07-08","4.2","4.2","4.2","4.2","10"
"9648","PHPMF1","2020-07-07","4.3","4.2","4.2","4.2","55"
"9649","PHPMF1","2020-07-06","4.2","4.2","4.2","4.2","62"
"9650","PHPMF1","2020-07-05","0","0","0","4.2","0"
"9651","PHPMF1","2020-07-02","0","0","0","4.2","0"
"9652","PIONEERINS","2020-08-10","74.5","65.2","72","68.3","2"
"9653","PIONEERINS","2020-08-09","71.2","64.8","64.8","70.7","2"
"9654","PIONEERINS","2020-08-06","74.8","63.5","71","64.8","3"
"9655","PIONEERINS","2020-08-05","69.1","65","66","69.1","4"
"9656","PIONEERINS","2020-08-04","62.9","56","57.2","62.9","3"
"9657","PIONEERINS","2020-08-03","60.5","56","57","57.2","4"
"9658","PIONEERINS","2020-07-30","55","51.5","51.5","55","3"
"9659","PIONEERINS","2020-07-29","50","45.6","45.7","50","2"
"9660","PIONEERINS","2020-07-28","46.4","45","45.6","45.5","2"
"9661","PIONEERINS","2020-07-27","47","43.8","44","45.6","2"
"9662","PIONEERINS","2020-07-26","44.5","40.6","41.4","44","3"
"9663","PIONEERINS","2020-07-23","43.1","41.1","42.3","41.4","2"
"9664","PIONEERINS","2020-07-22","40.9","37.4","37.4","40.3","2"
"9665","PIONEERINS","2020-07-21","37.6","35.4","35.8","37.2","1"
"9666","PIONEERINS","2020-07-20","36.4","33.4","33.5","35.8","1"
"9667","PIONEERINS","2020-07-19","35.3","32.9","34.1","33.5","2"
"9668","PIONEERINS","2020-07-16","34","31.3","31.4","33.8","1"
"9669","PIONEERINS","2020-07-15","31.6","29.6","30","31.2","985"
"9670","PIONEERINS","2020-07-14","30","29.4","29.7","29.7","761"
"9671","PIONEERINS","2020-07-13","30.5","29.4","30.5","29.5","315"
"9672","PIONEERINS","2020-07-12","30.8","29.5","30.7","29.7","226"
"9673","PIONEERINS","2020-07-09","31.7","29.4","31.7","30","424"
"9674","PIONEERINS","2020-07-08","31.6","29.4","29.4","31","673"
"9675","PIONEERINS","2020-07-07","29.4","29.4","29.4","29.4","28"
"9676","PIONEERINS","2020-07-06","29.4","29.4","29.4","29.4","330"
"9677","PIONEERINS","2020-07-05","29.4","29.4","29.4","29.4","7"
"9678","PIONEERINS","2020-07-02","0","0","0","29.4","0"
"9679","PLFSL","2020-08-10","0","0","0","3","0"
"9680","PLFSL","2020-08-09","0","0","0","3","0"
"9681","PLFSL","2020-08-06","0","0","0","3","0"
"9682","PLFSL","2020-08-05","0","0","0","3","0"
"9683","PLFSL","2020-08-04","0","0","0","3","0"
"9684","PLFSL","2020-08-03","0","0","0","3","0"
"9685","PLFSL","2020-07-30","0","0","0","3","0"
"9686","PLFSL","2020-07-29","0","0","0","3","0"
"9687","PLFSL","2020-07-28","0","0","0","3","0"
"9688","PLFSL","2020-07-27","0","0","0","3","0"
"9689","PLFSL","2020-07-26","0","0","0","3","0"
"9690","PLFSL","2020-07-23","0","0","0","3","0"
"9691","PLFSL","2020-07-22","0","0","0","3","0"
"9692","PLFSL","2020-07-21","0","0","0","3","0"
"9693","PLFSL","2020-07-20","0","0","0","3","0"
"9694","PLFSL","2020-07-19","0","0","0","3","0"
"9695","PLFSL","2020-07-16","0","0","0","3","0"
"9696","PLFSL","2020-07-15","0","0","0","3","0"
"9697","PLFSL","2020-07-14","0","0","0","3","0"
"9698","PLFSL","2020-07-13","0","0","0","3","0"
"9699","PLFSL","2020-07-12","0","0","0","3","0"
"9700","PLFSL","2020-07-09","0","0","0","3","0"
"9701","PLFSL","2020-07-08","0","0","0","3","0"
"9702","PLFSL","2020-07-07","0","0","0","3","0"
"9703","PLFSL","2020-07-06","0","0","0","3","0"
"9704","PLFSL","2020-07-05","0","0","0","3","0"
"9705","PLFSL","2020-07-02","0","0","0","3","0"
"9706","POPULAR1MF","2020-08-10","4.4","4.2","4.3","4.2","2"
"9707","POPULAR1MF","2020-08-09","4.4","4.2","4.2","4.3","1"
"9708","POPULAR1MF","2020-08-06","4.2","4.2","4.2","4.2","597"
"9709","POPULAR1MF","2020-08-05","4.2","4.2","4.2","4.2","214"
"9710","POPULAR1MF","2020-08-04","4.2","4.2","4.2","4.2","82"
"9711","POPULAR1MF","2020-08-03","4.2","4.2","4.2","4.2","123"
"9712","POPULAR1MF","2020-07-30","4.2","4.2","4.2","4.2","47"
"9713","POPULAR1MF","2020-07-29","4.2","4.2","4.2","4.2","69"
"9714","POPULAR1MF","2020-07-28","4.2","4.2","4.2","4.2","190"
"9715","POPULAR1MF","2020-07-27","4.2","4.2","4.2","4.2","58"
"9716","POPULAR1MF","2020-07-26","4.2","4.2","4.2","4.2","66"
"9717","POPULAR1MF","2020-07-23","4.2","4.2","4.2","4.2","72"
"9718","POPULAR1MF","2020-07-22","4.2","4.2","4.2","4.2","77"
"9719","POPULAR1MF","2020-07-21","4.2","4.2","4.2","4.2","49"
"9720","POPULAR1MF","2020-07-20","4.2","4.2","4.2","4.2","74"
"9721","POPULAR1MF","2020-07-19","4.2","4.2","4.2","4.2","69"
"9722","POPULAR1MF","2020-07-16","4.2","4.2","4.2","4.2","74"
"9723","POPULAR1MF","2020-07-15","4.2","4.2","4.2","4.2","84"
"9724","POPULAR1MF","2020-07-14","4.2","4.2","4.2","4.2","89"
"9725","POPULAR1MF","2020-07-13","4.2","4.2","4.2","4.2","20"
"9726","POPULAR1MF","2020-07-12","4.2","4.2","4.2","4.2","69"
"9727","POPULAR1MF","2020-07-09","4.2","4.2","4.2","4.2","28"
"9728","POPULAR1MF","2020-07-08","4.2","4.2","4.2","4.2","100"
"9729","POPULAR1MF","2020-07-07","4.2","4.2","4.2","4.2","133"
"9730","POPULAR1MF","2020-07-06","4.2","4.2","4.2","4.2","78"
"9731","POPULAR1MF","2020-07-05","4.2","4.2","4.2","4.2","77"
"9732","POPULAR1MF","2020-07-02","4.2","4.2","4.2","4.2","132"
"9733","POPULARLIF","2020-08-10","88.7","81.2","87","86","59"
"9734","POPULARLIF","2020-08-09","89","81.5","81.9","84.9","61"
"9735","POPULARLIF","2020-08-06","87.1","79.2","80.9","87.1","117"
"9736","POPULARLIF","2020-08-05","81.6","77","79.9","79.2","76"
"9737","POPULARLIF","2020-08-04","78.8","76.7","78.3","76.9","21"
"9738","POPULARLIF","2020-08-03","81.5","77.5","79.7","79.7","48"
"9739","POPULARLIF","2020-07-30","80.5","77.1","79.2","79.5","25"
"9740","POPULARLIF","2020-07-29","81.7","79.8","80","80","90"
"9741","POPULARLIF","2020-07-28","82.2","76.7","82.2","79.3","125"
"9742","POPULARLIF","2020-07-27","83.9","76.7","76.7","78.2","2"
"9743","POPULARLIF","2020-07-26","76.7","76.7","76.7","76.7","800"
"9744","POPULARLIF","2020-07-23","0","0","0","76.9","0"
"9745","POPULARLIF","2020-07-22","76.9","76.7","76.9","76.9","1"
"9746","POPULARLIF","2020-07-21","77","76.7","76.7","76.9","1"
"9747","POPULARLIF","2020-07-20","0","0","0","77","0"
"9748","POPULARLIF","2020-07-19","77","76.7","77","77","2"
"9749","POPULARLIF","2020-07-16","78","76.7","77","77","504"
"9750","POPULARLIF","2020-07-15","78","77.9","77.9","78","3"
"9751","POPULARLIF","2020-07-14","82","76.7","82","76.8","691"
"9752","POPULARLIF","2020-07-13","82.4","82.2","82.4","82.4","325"
"9753","POPULARLIF","2020-07-12","80.8","80.8","80.8","80.8","200"
"9754","POPULARLIF","2020-07-09","77.5","76.7","77.5","77.2","1"
"9755","POPULARLIF","2020-07-08","77.5","77.5","77.5","77.5","9"
"9756","POPULARLIF","2020-07-07","0","0","0","77.5","0"
"9757","POPULARLIF","2020-07-06","77.5","77.5","77.5","77.5","50"
"9758","POPULARLIF","2020-07-05","77.5","77.5","77.5","77.5","9"
"9759","POPULARLIF","2020-07-02","77.5","77.5","77.5","77.5","50"
"9760","POWERGRID","2020-08-10","50.7","49.1","49.6","50.1","103"
"9761","POWERGRID","2020-08-09","51","48","48","50.6","230"
"9762","POWERGRID","2020-08-06","48.3","46.7","48.1","47.4","143"
"9763","POWERGRID","2020-08-05","48.8","47.5","47.5","47.9","133"
"9764","POWERGRID","2020-08-04","48","46.9","47.4","47.1","74"
"9765","POWERGRID","2020-08-03","47","45.8","46.4","46.8","42"
"9766","POWERGRID","2020-07-30","47.1","45.7","45.9","46.4","38"
"9767","POWERGRID","2020-07-29","46","45","45","45.9","34"
"9768","POWERGRID","2020-07-28","46.5","45.6","46.3","45.9","32"
"9769","POWERGRID","2020-07-27","46","45.1","45.3","45.5","76"
"9770","POWERGRID","2020-07-26","45.8","44.1","44.1","45.2","71"
"9771","POWERGRID","2020-07-23","45","43.5","44","44.1","92"
"9772","POWERGRID","2020-07-22","43.9","41","41","43.6","27"
"9773","POWERGRID","2020-07-21","44","42.7","42.8","43.8","48"
"9774","POWERGRID","2020-07-20","43.4","42.2","42.2","43.1","35"
"9775","POWERGRID","2020-07-19","43","42.3","42.3","42.7","21"
"9776","POWERGRID","2020-07-16","43.1","42.2","43.1","42.6","9"
"9777","POWERGRID","2020-07-15","43.8","42.5","43.1","42.6","35"
"9778","POWERGRID","2020-07-14","44.3","43","43.8","43.1","56"
"9779","POWERGRID","2020-07-13","44.9","43.7","44.6","43.8","76"
"9780","POWERGRID","2020-07-12","44.8","43.5","43.7","44.6","88"
"9781","POWERGRID","2020-07-09","44","42.6","42.6","43.5","109"
"9782","POWERGRID","2020-07-08","42.7","41.8","41.8","42.1","46"
"9783","POWERGRID","2020-07-07","42.4","41.8","42.4","41.9","21"
"9784","POWERGRID","2020-07-06","42.5","41.6","42","42.3","25"
"9785","POWERGRID","2020-07-05","43.1","42","43.1","42.6","20"
"9786","POWERGRID","2020-07-02","43.4","42.2","43.3","43.1","24"
"9787","PRAGATIINS","2020-08-10","53.1","50.5","51.6","50.6","475"
"9788","PRAGATIINS","2020-08-09","55.5","51.1","52.9","52.4","533"
"9789","PRAGATIINS","2020-08-06","59.9","52","54.8","52.9","765"
"9790","PRAGATIINS","2020-08-05","54.8","50.3","50.3","54.6","1"
"9791","PRAGATIINS","2020-08-04","50.8","47.6","49.8","50.3","459"
"9792","PRAGATIINS","2020-08-03","52.5","48.1","49.5","49.4","744"
"9793","PRAGATIINS","2020-07-30","49.5","47.1","48.8","49.3","550"
"9794","PRAGATIINS","2020-07-29","48.9","45","45.5","48.4","870"
"9795","PRAGATIINS","2020-07-28","46.7","45","45.2","45.5","492"
"9796","PRAGATIINS","2020-07-27","45","41.2","41.2","45","673"
"9797","PRAGATIINS","2020-07-26","43","37.9","37.9","41.2","882"
"9798","PRAGATIINS","2020-07-23","37.3","35.5","35.9","36.2","65"
"9799","PRAGATIINS","2020-07-22","38.4","35","38.4","35.9","30"
"9800","PRAGATIINS","2020-07-21","38.7","36.7","37.5","37.5","52"
"9801","PRAGATIINS","2020-07-20","37","34.3","35.8","36.6","121"
"9802","PRAGATIINS","2020-07-19","35.8","32.6","32.6","35.7","71"
"9803","PRAGATIINS","2020-07-16","32.8","32.2","32.2","32.6","4"
"9804","PRAGATIINS","2020-07-15","32.7","32.2","32.2","32.2","22"
"9805","PRAGATIINS","2020-07-14","32.6","32.2","32.2","32.2","15"
"9806","PRAGATIINS","2020-07-13","33.8","32.2","33.8","32.2","15"
"9807","PRAGATIINS","2020-07-12","32.3","32.2","32.3","32.2","9"
"9808","PRAGATIINS","2020-07-09","33.9","32.2","32.2","32.7","14"
"9809","PRAGATIINS","2020-07-08","34.5","32.2","32.2","32.2","61"
"9810","PRAGATIINS","2020-07-07","32.2","32.2","32.2","32.2","1"
"9811","PRAGATIINS","2020-07-06","32.2","32.2","32.2","32.2","1"
"9812","PRAGATIINS","2020-07-05","0","0","0","32.2","0"
"9813","PRAGATIINS","2020-07-02","0","0","0","32.2","0"
"9814","PRAGATILIF","2020-08-10","117","110.2","113.4","114.4","167"
"9815","PRAGATILIF","2020-08-09","120.9","112.1","114.5","113.2","193"
"9816","PRAGATILIF","2020-08-06","111.1","103.9","103.9","111.1","174"
"9817","PRAGATILIF","2020-08-05","102.1","97.1","97.1","101","146"
"9818","PRAGATILIF","2020-08-04","99.9","96.8","99.9","97.3","71"
"9819","PRAGATILIF","2020-08-03","103.7","98.5","100","99.2","127"
"9820","PRAGATILIF","2020-07-30","99.8","96.3","99","99.1","136"
"9821","PRAGATILIF","2020-07-29","104","98.1","100","99.6","139"
"9822","PRAGATILIF","2020-07-28","101","91.7","93.9","99.4","252"
"9823","PRAGATILIF","2020-07-27","93.8","90.5","90.5","93.3","66"
"9824","PRAGATILIF","2020-07-26","91","89.6","90.6","90.2","65"
"9825","PRAGATILIF","2020-07-23","93","90.5","92","91","65"
"9826","PRAGATILIF","2020-07-22","92.5","90.1","92.5","91.9","49"
"9827","PRAGATILIF","2020-07-21","97","88.6","97","92.2","116"
"9828","PRAGATILIF","2020-07-20","98.5","92.1","97.5","96","57"
"9829","PRAGATILIF","2020-07-19","99","93.9","93.9","97.1","178"
"9830","PRAGATILIF","2020-07-16","93.8","88.5","88.6","92.7","107"
"9831","PRAGATILIF","2020-07-15","90.3","88.3","88.3","88.7","89"
"9832","PRAGATILIF","2020-07-14","90.4","88.3","90.4","88.3","45"
"9833","PRAGATILIF","2020-07-13","92.9","88.3","91.7","88.4","77"
"9834","PRAGATILIF","2020-07-12","92.7","90","90.5","91.5","60"
"9835","PRAGATILIF","2020-07-09","91.8","88.8","90","89.4","56"
"9836","PRAGATILIF","2020-07-08","90.5","88.3","88.3","88.3","88"
"9837","PRAGATILIF","2020-07-07","91","88.3","88.3","88.3","53"
"9838","PRAGATILIF","2020-07-06","88.3","88.3","88.3","88.3","2"
"9839","PRAGATILIF","2020-07-05","0","0","0","88.3","0"
"9840","PRAGATILIF","2020-07-02","88.3","88.3","88.3","88.3","600"
"9841","PREMIERBAN","2020-08-10","10.8","10.2","10.5","10.3","3"
"9842","PREMIERBAN","2020-08-09","10.6","9.9","9.9","10.5","12"
"9843","PREMIERBAN","2020-08-06","9.9","9.9","9.9","9.9","283"
"9844","PREMIERBAN","2020-08-05","9.9","9.9","9.9","9.9","514"
"9845","PREMIERBAN","2020-08-04","9.9","9.9","9.9","9.9","75"
"9846","PREMIERBAN","2020-08-03","9.9","9.9","9.9","9.9","59"
"9847","PREMIERBAN","2020-07-30","9.9","9.9","9.9","9.9","292"
"9848","PREMIERBAN","2020-07-29","9.9","9.9","9.9","9.9","6"
"9849","PREMIERBAN","2020-07-28","9.9","9.9","9.9","9.9","26"
"9850","PREMIERBAN","2020-07-27","9.9","9.9","9.9","9.9","13"
"9851","PREMIERBAN","2020-07-26","9.9","9.9","9.9","9.9","14"
"9852","PREMIERBAN","2020-07-23","9.9","9.9","9.9","9.9","23"
"9853","PREMIERBAN","2020-07-22","9.9","9.9","9.9","9.9","20"
"9854","PREMIERBAN","2020-07-21","0","0","0","9.9","0"
"9855","PREMIERBAN","2020-07-20","10","9.9","9.9","9.9","1"
"9856","PREMIERBAN","2020-07-19","10","9.9","9.9","9.9","2"
"9857","PREMIERBAN","2020-07-16","10","9.9","9.9","9.9","2"
"9858","PREMIERBAN","2020-07-15","9.9","9.9","9.9","9.9","799"
"9859","PREMIERBAN","2020-07-14","10","9.9","10","9.9","2"
"9860","PREMIERBAN","2020-07-13","10.1","9.9","10","10","4"
"9861","PREMIERBAN","2020-07-12","10.1","9.9","10","10","2"
"9862","PREMIERBAN","2020-07-09","10.3","9.9","10","10","3"
"9863","PREMIERBAN","2020-07-08","10.2","9.9","9.9","9.9","6"
"9864","PREMIERBAN","2020-07-07","9.9","9.9","9.9","9.9","24"
"9865","PREMIERBAN","2020-07-06","9.9","9.9","9.9","9.9","28"
"9866","PREMIERBAN","2020-07-05","9.9","9.9","9.9","9.9","38"
"9867","PREMIERBAN","2020-07-02","9.9","9.9","9.9","9.9","85"
"9868","PREMIERCEM","2020-08-10","64.8","61.8","63","62.3","2"
"9869","PREMIERCEM","2020-08-09","63","61.1","61.5","61.4","5"
"9870","PREMIERCEM","2020-08-06","61","60.9","61","61","2"
"9871","PREMIERCEM","2020-08-05","61","60.9","60.9","60.9","6"
"9872","PREMIERCEM","2020-08-04","61","60.9","61","60.9","1"
"9873","PREMIERCEM","2020-08-03","61","61","61","61","500"
"9874","PREMIERCEM","2020-07-30","64.4","60.9","60.9","62.6","3"
"9875","PREMIERCEM","2020-07-29","65","60.9","60.9","64.7","25"
"9876","PREMIERCEM","2020-07-28","0","0","0","60.9","0"
"9877","PREMIERCEM","2020-07-27","0","0","0","60.9","0"
"9878","PREMIERCEM","2020-07-26","60.9","60.9","60.9","60.9","5"
"9879","PREMIERCEM","2020-07-23","0","0","0","60.9","0"
"9880","PREMIERCEM","2020-07-22","0","0","0","60.9","0"
"9881","PREMIERCEM","2020-07-21","60.9","60.9","60.9","60.9","5"
"9882","PREMIERCEM","2020-07-20","0","0","0","60.9","0"
"9883","PREMIERCEM","2020-07-19","0","0","0","60.9","0"
"9884","PREMIERCEM","2020-07-16","0","0","0","60.9","0"
"9885","PREMIERCEM","2020-07-15","60.9","60.9","60.9","60.9","10"
"9886","PREMIERCEM","2020-07-14","0","0","0","60.9","0"
"9887","PREMIERCEM","2020-07-13","60.9","60.9","60.9","60.9","429"
"9888","PREMIERCEM","2020-07-12","60.9","60.9","60.9","60.9","135"
"9889","PREMIERCEM","2020-07-09","60.9","60.9","60.9","60.9","50"
"9890","PREMIERCEM","2020-07-08","0","0","0","60.9","0"
"9891","PREMIERCEM","2020-07-07","0","0","0","60.9","0"
"9892","PREMIERCEM","2020-07-06","60.9","60.9","60.9","60.9","101"
"9893","PREMIERCEM","2020-07-05","0","0","0","60.9","0"
"9894","PREMIERCEM","2020-07-02","0","0","0","60.9","0"
"9895","PREMIERLEA","2020-08-10","5.5","5","5.4","5.1","716"
"9896","PREMIERLEA","2020-08-09","5.5","5.1","5.1","5.4","969"
"9897","PREMIERLEA","2020-08-06","5.4","5.1","5.4","5.1","629"
"9898","PREMIERLEA","2020-08-05","5.6","5.1","5.2","5.3","1"
"9899","PREMIERLEA","2020-08-04","5.2","4.9","4.9","5.1","1"
"9900","PREMIERLEA","2020-08-03","4.9","4.9","4.9","4.9","71"
"9901","PREMIERLEA","2020-07-30","4.9","4.9","4.9","4.9","17"
"9902","PREMIERLEA","2020-07-29","4.9","4.9","4.9","4.9","4"
"9903","PREMIERLEA","2020-07-28","4.9","4.9","4.9","4.9","4"
"9904","PREMIERLEA","2020-07-27","0","0","0","4.9","0"
